GigabitEthernet2/1/25,76 fa 94 08 7b 3b,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/25,9a 63 81 24 fb 11,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/25,aa 2b 77 af 9a 3e,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/25,b2 cb 10 cd 1f 40,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/25,c6 a8 70 87 87 1c,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/25,d2 8c e0 4e 97 c7,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/25,ee d1 38 3f 53 62,10.10.137.1,ls1-137-v.nyc0.ls.local,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/26,16 61 aa 67 b8 95,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/26,2a 0d df 6c a1 45,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/26,3a d0 f6 49 fe e1,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/26,76 44 22 a8 84 cc,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/26,82 a8 00 fc 5d 84,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/26,8e 7b 93 b5 69 8e,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/26,a2 d7 72 bc cd ee,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/26,a6 35 56 d0 5f c8,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/26,de 6d 60 59 c7 ab,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/26,e2 30 9d 8a 10 f0,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/26,ea 80 66 00 db 44,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/26,f6 84 83 38 55 12,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/26,fa c6 e2 98 4f 09,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/27,00 15 17 ac 40 40,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/28,00 30 48 65 df d0,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/29,00 30 48 65 e0 b4,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/30,00 30 48 65 df bc,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/31,00 30 48 65 e0 b2,None,None,vlan100,up,up,fullDuplex,1000mb,
GigabitEthernet2/1/32,00 30 48 65 df 6c,None,None,vlan100,up,up,fullDuplex,1000mb,
